"","priority","level","theme","module","indicator","index","type","name","label_english","label_french","hint_english","hint_french","calculation","required","relevant","constraint","default","repeat_count","constraint_message_english","constraint_message_french","appearance","choice_filter","parameters","dataset","function_to_compose","r_package"
"123","1","main","Shelter","Functional domestic space","% of households by issue for cooking",432,"text","other_snfi_fds_cooking_issue","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${snfi_fds_cooking_issue},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","1","main","Shelter","Functional domestic space","% of households reporting they cannot sleep in their dwelling",433,"select_one l_snfi_fds","snfi_fds_sleeping","Are members of your household able to sleep where you live?","Les membres de votre ménage peuvent-ils dormir là où vous vivez ?",NA,NA,NA,"TRUE","not(selected(${snfi_shelter_type}, 'none'))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","1","main","Shelter","Functional domestic space","% of households by issue for sleeping",434,"select_multiple l_snfi_fds_sleeping_issue","snfi_fds_sleeping_issue","Please explain why your household can't sleep / the issues you face for sleeping?","Veuillez expliquer pourquoi votre ménage ne peut pas dormir / les problèmes que vous rencontrez pour dormir ?",NA,NA,NA,"TRUE","selected(${snfi_fds_sleeping}, 'yes_issues') or selected(${snfi_fds_sleeping}, 'no_cannot')","not(selected(., 'pnta') and count-selected(.)>1)",NA,NA,"Cannot select ""Prefer not to answer"" with any other option","Ne peut pas sélectionner ""Préfère ne pas répondre"" avec une autre option de réponse",NA,NA,NA,NA,NA,NA
"126","1","main","Shelter","Functional domestic space","% of households by issue for cooking",434,"text","other_snfi_fds_sleeping_issue","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${snfi_fds_sleeping_issue},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","1","main","Shelter","Functional domestic space","% of households reporting they cannot store food and water in their dwelling",435,"select_one l_snfi_fds","snfi_fds_storing","Are members of your household able to store food and water where you live?","Les membres de votre foyer sont-ils en mesure de stocker de la nourriture et de l'eau là où vous vivez ?",NA,NA,NA,"TRUE","not(selected(${snfi_shelter_type}, 'none'))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","1","main","Shelter","Functional domestic space","% of households by issue faced when storing food and water",436,"select_multiple l_snfi_fds_storing_issue","snfi_fds_storing_issue","Please explain why your household can't store food and water / the issues you face when storing food and water?","Veuillez expliquer pourquoi votre ménage ne peut pas stocker de la nourriture et de l'eau / les problèmes que vous rencontrez lorsque vous stockez de la nourriture et de l'eau ?",NA,NA,NA,"TRUE","selected(${snfi_fds_storing}, 'yes_issues') or selected(${snfi_fds_storing}, 'no_cannot')","not(selected(., 'pnta') and count-selected(.)>1)",NA,NA,"Cannot select ""Prefer not to answer"" with any other option","Ne peut pas sélectionner ""Préfère ne pas répondre"" avec une autre option de réponse",NA,NA,NA,NA,NA,NA
"129","1","main","Shelter","Functional domestic space","% of households by issue for cooking",436,"text","other_snfi_fds_storing_issue","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${snfi_fds_storing_issue},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","1","main","Shelter","Functional domestic space","% of households reporting they cannot perform personal hygiene in their dwelling",437,"select_one l_snfi_fds","snfi_fds_personal_hygiene","Are members of your household able to perform personal hygiene where you live?","Les membres de votre foyer sont-ils en mesure d'assurer leur hygiène personnelle à l'endroit où vous vivez ?",NA,NA,NA,"TRUE","not(selected(${snfi_shelter_type}, 'none'))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","1","main","Shelter","Functional domestic space","% of households per issue faced for personal hygiene",438,"select_multiple l_snfi_fds_personal_hygiene_issue","snfi_fds_personal_hygiene_issue","Please explain why your houehold can't perform personal hygiene / the issues you face when performing personal hygiene?","Veuillez expliquer pourquoi votre ménage n'est pas en mesure d'assurer l'hygiène personnelle / les problèmes que vous rencontrez pour assurer l'hygiène personnelle ?",NA,NA,NA,"TRUE","selected(${snfi_fds_personal_hygiene}, 'yes_issues') or selected(${snfi_fds_personal_hygiene}, 'no_cannot')","not(selected(., 'pnta') and count-selected(.)>1)",NA,NA,"Cannot select ""Prefer not to answer"" with any other option","Ne peut pas sélectionner ""Préfère ne pas répondre"" avec une autre option de réponse",NA,NA,NA,NA,NA,NA
"132","1","main","Shelter","Functional domestic space","% of households by issue for cooking",438,"text","other_snfi_fds_personal_hygiene_issue","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${snfi_fds_personal_hygiene_issue},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","1","main",NA,NA,NA,NA,"end_group","shelter","Shelter","Abris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","1","main",NA,NA,NA,NA,"begin_group","energy","Energy","Energie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","1","main","Energy","Lighting","% of households by lighting source reported",440,"select_one l_energy_lighting_source","energy_lighting_source","What is your household's main source of lighting?","Quelle est la principale source d'éclairage de votre ménage ?","If households have several lighting sources, they should report on the main one, the most commonly used by members of this household.","Si les ménages disposent de plusieurs sources d'éclairage, ils doivent indiquer la principale, celle qui est la plus utilisée par les membres de ce ménage.",NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","1","main","Energy","Lighting","% of households by lighting source reported",440,"text","other_energy_lighting_source","If other, please specify:","Si autre, merci de préciser :","If households have several lighting sources, they should report on the main one, the most commonly used by members of this household.","Si les ménages disposent de plusieurs sources d'éclairage, ils doivent indiquer la principale, celle qui est la plus utilisée par les membres de ce ménage.",NA,"TRUE","selected(${energy_lighting_source},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","1","main",NA,NA,NA,NA,"end_group","energy","Energy","Energie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","1","main",NA,NA,NA,NA,"begin_group","hlp","Housing, Land, and Property","Logement, terre et propriété",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","1","main","Housing, Land, and Property","Security of tenure","% of households by occupancy status",454,"select_one l_hlp_occupancy","hlp_occupancy","What is the occupancy arrangement for your current shelter?","Quel est le mode d'occupation de votre abri actuel ?",NA,NA,NA,"TRUE","not(selected(${snfi_shelter_type}, 'none'))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","1","main","Housing, Land, and Property","Risk of eviction","% of households feeling at risk of eviction now or in the coming six months, by reason",457,"select_one l_yn_dnk_pnta","hlp_risk_eviction","Do you think your household is at risk of being evicted now or within the next six months?","Pensez-vous que votre ménage risque d'être expulsé aujourd'hui ou dans les six prochains mois ?","Being evicted means being expelled from a property, being forced to leave the premises and not come back","Être expulsé signifie être forcé de quitter un logement ou des terres, et de ne pas y revenir",NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","1","main",NA,NA,NA,NA,"end_group","hlp","Housing, Land, and Property","Logement, terre et biens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","1","main",NA,NA,NA,NA,"begin_group","wash","Water, Sanitation and Hygiene","Eau, hygiène et assainissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","1","main",NA,NA,NA,NA,"note","wash_note","This next section will ask questions about your access to water, sanitation, and hygiene.","La section suivante s'intéresse à votre accès à l'eau, l'hygiène et l'assainissement.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","1","main","WASH","Drinking water","% of households having had access to an improved drinking water source",84,"select_one l_wash_drinking_water_source","wash_drinking_water_source","What is the main source of drinking water for members of your household?","Quelle est la principale source d'eau utilisée par votre ménage pour boire ou d'autres usages domestiques ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","1","main","WASH","Drinking water","% of households having had access to an improved drinking water source",84,"text","other_wash_drinking_water_source","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${wash_drinking_water_source},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","1","main","WASH","Drinking water","% of households having had access to a sufficient quantity of drinking water

% of households by time (minutes) taken to fetch water (round trip by walking, queuing and time needed to fetch water) (W2)",85,"select_one l_wash_drinking_water_time_yn","wash_drinking_water_time_yn","How long does it take to go there, get water, and come back?","Combien de temps cela prend-il pour vous rendre, obtenir de l'eau et revenir de la source d'eau ?",NA,NA,NA,"TRUE","not(selected(${wash_drinking_water_source}, 'piped_dwelling') or selected(${wash_drinking_water_source}, 'dnk') or selected(${wash_drinking_water_source}, 'pnta'))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","1","main","WASH","Drinking water","% of households having had access to a sufficient quantity of drinking water

% of households by time (minutes) taken to fetch water (round trip by walking, queuing and time needed to fetch water) (W2)",86,"integer","wash_drinking_water_time_int","Provide the number of minutes:","Indiquez le nombre de minutes :",NA,NA,NA,"TRUE","selected(${wash_drinking_water_time_yn},'number_minutes')",". > 0 and . <= 600",NA,NA,"Number of minutes must be above 0 and below 600","Le nombre de minutes doit être supérieur à 0 et inférieur à 600",NA,NA,NA,NA,NA,NA
"148","1","main","WASH","Drinking water","% of households having had access to a sufficient quantity of drinking water

% of households by time (minutes) taken to fetch water (round trip by walking, queuing and time needed to fetch water) (W2)",87,"select_one l_wash_drinking_water_time_sl","wash_drinking_water_time_sl","Can you tell me a range of minutes","Pouvez-vous me donner une estimation en minutes ?","Read the responses aloud","Lire les options de réponse à voix haute",NA,"TRUE","selected(${wash_drinking_water_time_yn},'dnk')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","1","main","WASH","Drinking water","% of households having had access to a sufficient quantity of drinking water

% of households reporting having had sufficient water for drinking (W3)",88,"select_one l_wash_drinking_water_quantity","wash_drinking_water_quantity","In the last 4 weeks, how frequently has there NOT been as much water to drink as you would like for you or anyone in your household?","Au cours des 4 dernières semaines, à quelle fréquence n'y a-t-il PAS eu autant d'eau à boire que vous le souhaitiez pour vous-même ou pour quelqu'un dans votre ménage ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","1","main","WASH","Sanitation facility","% of households with access to functioning sanitation facilities

% of households using a sanitation facility, by type of sanitation facility used (S1)",92,"select_one l_wash_sanitation_facility","wash_sanitation_facility","What kind of toilet facility do members of your household usually use?","Quel type de toilettes les membres de votre ménage utilisent-ils habituellement ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","1","main","WASH","Sanitation facility","% of households with access to functioning sanitation facilities

% of households using a sanitation facility, by type of sanitation facility used (S1)",92,"text","other_wash_sanitation_facility","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${wash_sanitation_facility},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","1","main","WASH","Sanitation facility","% of households with access to functioning sanitation facilities

% of households sharing their sanitation facility, by number of households per sanitation facility (S2)",93,"select_one l_yn_dnk_pnta","wash_sanitation_facility_sharing_yn","Do you share this facility with others who are not members of your household?","
Partagez-vous cette installation avec des personnes qui ne font pas partie de votre ménage ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","1","main","WASH","Sanitation facility","% of households with access to functioning sanitation facilities

% of households sharing their sanitation facility, by number of households per sanitation facility (S2)",94,"integer","wash_sanitation_facility_sharing_n","If yes, how many households in total use this toilet facility, including your own household?","Si oui, combien de ménages au total utilisent cette installation sanitaire, y compris votre propre ménage ?",NA,NA,NA,"TRUE","selected(${wash_sanitation_facility_sharing_yn},'yes')",". > 1 or . = -999",NA,NA,"Number of households must be above 0 or -999 if don't know/prefer not to answer","Le nombre de ménages doit être supérieur à 0 ou entrez -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"154","1","main","WASH","Handwashing facility","% of households with access to functioning handwashing facilities

% of households with access to functioning handwashing facilities, by type of device (observed) (H1)",102,"select_one l_wash_handwashing_facility","wash_handwashing_facility","Can you please show me where members of your household most often wash their hands?","Pouvez-vous s'il vous plaît me montrer où les membres de votre ménage se lavent le plus souvent les mains ?","Handwashing facility: refers to a fixed or mobile device designed to contain, transport or regulate the flow of water to facilitate handwashing. IT include sinks with tap water, buckets with taps, tippy-taps, and jugs or basins designated for handwashing.","Dispositif de lavage des mains : se réfère à un dispositif fixe ou mobile conçu pour contenir, transporter ou réguler le débit d'eau afin de faciliter le lavage des mains. Cela comprend les lavabos avec de l'eau du robinet, les seaux avec des robinets, les tippy-taps, et les cruches ou bassins désignés pour le lavage des mains.",NA,"TRUE","not(selected(${survey_modality},'remote'))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","1","main","WASH","Handwashing facility","% of households with access to functioning handwashing facilities

% of households with access to functioning handwashing facilities, by type of device (observed) (H1)",102,"text","other_wash_handwashing_facility","If other reason not to see, please specify:","Si autre raison de ne pas permettre, merci de préciser :",NA,NA,NA,"TRUE","selected(${wash_handwashing_facility},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","1","main","WASH","Handwashing facility","% of households with access to functioning handwashing facilities

% of households with access to functioning handwashing facilities, by type of device (observed) (H1)",103,"select_one l_wash_handwashing_facility_observed_water","wash_handwashing_facility_observed_water","Observe availability of water at the place for handwashing.","Observez la disponibilité d'eau à l'endroit prévu pour le lavage des mains.",NA,NA,NA,"TRUE","selected(${wash_handwashing_facility},'available')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","1","main","WASH","Handwashing facility","% of households with access to functioning handwashing facilities

% of households with access to functioning handwashing facilities, by type of device (observed) (H1)",104,"select_one l_wash_handwashing_facility_observed_soap","wash_handwashing_facility_observed_soap","Observe availability of soap or detergent at the place for handwashing.","Observez la disponibilité de savon ou détergent à l'endroit prévu pour le lavage des mains.",NA,NA,NA,"TRUE","selected(${wash_handwashing_facility},'available')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","1","main","WASH","Handwashing facility","% of households with access to functioning handwashing facilities

% of households with access to functioning handwashing facilities, by type of device (observed) (H1)",105,"select_one l_wash_handwashing_facility_reported","wash_handwashing_facility_reported","Where do you and other members of your household most often wash your hands?","Où vous et les autres membres de votre ménage vous lavez-vous le plus souvent les mains ?",NA,NA,NA,"TRUE","selected(${survey_modality},'remote') or selected(${wash_handwashing_facility}, 'no_permission')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","1","main","WASH","Handwashing facility","% of households with access to functioning handwashing facilities

% of households with access to functioning handwashing facilities, by type of device (observed) (H1)",105,"text","other_wash_handwashing_facility_reported","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${wash_handwashing_facility_reported},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","1","main","WASH","Handwashing facility","% of households with access to functioning handwashing facilities

% of households with access to functioning handwashing facilities, by type of device (observed) (H1)",106,"select_one l_wash_soap_observed","wash_soap_observed","Do you have soap or detergent in your household for washing hands?","Avez-vous du savon ou du détergent dans votre ménage pour vous laver les mains ?",NA,NA,NA,"TRUE","selected(${wash_handwashing_facility},'no_permission')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","1","main","WASH","Handwashing facility","% of households with access to functioning handwashing facilities

% of households with access to functioning handwashing facilities, by type of device (observed) (H1)",107,"select_one l_wash_soap_type","wash_soap_observed_type","Record the type of soap observed.","Enregistrez le type de savon observé.",NA,NA,NA,"TRUE","selected(${wash_soap_observed},'yes_soap_shown')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","1","main","WASH","Handwashing facility","% of households with access to functioning handwashing facilities

% of households with access to functioning handwashing facilities, by type of device (observed) (H1)",107,"text","other_wash_soap_observed_type","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${wash_soap_observed_type},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","1","main","WASH","Handwashing facility","% of households with access to functioning handwashing facilities

% of households with access to functioning handwashing facilities, by type of device (observed) (H1)",108,"select_one l_yn_dnk_pnta","wash_soap_reported","Do you have soap or detergent in your household for washing hands?","Avez-vous du savon ou du détergent dans votre ménage pour vous laver les mains ?",NA,NA,NA,"TRUE","selected(${survey_modality},'remote')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","1","main","WASH","Handwashing facility","% of households with access to functioning handwashing facilities

% of households with access to functioning handwashing facilities, by type of device (observed) (H1)",109,"select_one l_wash_soap_type","wash_soap_reported_type","What type of soap do you have?","Quel type de savon avez-vous ?",NA,NA,NA,"TRUE","selected(${wash_soap_observed},'yes_soap_not_shown') or selected(${wash_soap_reported}, 'yes')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","1","main","WASH","Handwashing facility","% of households with access to functioning handwashing facilities

% of households with access to functioning handwashing facilities, by type of device (observed) (H1)",109,"text","other_wash_soap_reported_type","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${wash_soap_reported_type},'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","1","main",NA,NA,NA,NA,"end_group","wash","Water, Sanitation and Hygiene","Eau, hygiène et assainissement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","1","main",NA,NA,NA,NA,"begin_group","fsl","Food security & Livelihoods","Sécurité alimentaire et moyens d'existence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","1","main",NA,NA,NA,NA,"note","fsl_note","This next section will ask questions about the access or consumption of food, or about your livelihoods.","La section suivante s'intéresse à l’accès et la consommation de nourriture, ainsi que sur vos moyens de subsistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","1","main","Food security","Household Food Consumption (FCS)","Food Consumption Score (FCS)",121,"integer","fsl_fcs_cereal","How many days over the last 7 days, did most members of your household (50% +) eat, inside or outside the home, cereals, grains, roots or tubers, including wild roots?","Combien de jours au cours des 7 derniers jours, la plupart des membres de votre ménage (50 % +) ont-ils mangé, à l'intérieur ou à l'extérieur de la maison, des céréales, des grains, des racines et des tubercules, y compris des racines sauvages ?",NA,NA,NA,"TRUE",NA,". >= 0 and .<= 7",NA,NA,"Number of days must be between 0 and 7","Le nombre de jours doit être entre 0 et 7",NA,NA,NA,NA,NA,NA
"170","1","main","Food security","Household Food Consumption (FCS)","Food Consumption Score (FCS)",122,"integer","fsl_fcs_legumes","How many days over the last 7 days, did most members of your household (50% +) eat, inside or outside the home, any beans / legumes, pulses or nuts?","Combien de jours au cours des 7 derniers jours, la plupart des membres de votre ménage (50 % +) ont-ils mangé, à l'intérieur ou à l'extérieur de la maison, des haricots / légumineuses, des légumineuses ou des noix ?",NA,NA,NA,"TRUE",NA,". >= 0 and .<= 7",NA,NA,"Number of days must be between 0 and 7","Le nombre de jours doit être entre 0 et 7",NA,NA,NA,NA,NA,NA
"171","1","main","Food security","Household Food Consumption (FCS)","Food Consumption Score (FCS)",123,"integer","fsl_fcs_dairy","How many days over the last 7 days, did most members of your household (50% +) inside or outside the home, drink milk or eat other dairy products?","Combien de jours au cours des 7 derniers jours, la plupart des membres de votre ménage (50 % +) à l'intérieur ou à l'extérieur de la maison ont-ils bu du lait ou mangé d'autres produits laitiers ?",NA,NA,NA,"TRUE",NA,". >= 0 and .<= 7",NA,NA,"Number of days must be between 0 and 7","Le nombre de jours doit être entre 0 et 7",NA,NA,NA,NA,NA,NA
"172","1","main","Food security","Household Food Consumption (FCS)","Food Consumption Score (FCS)",124,"integer","fsl_fcs_meat","How many days over the last 7 days, did most members of your household (50% +) eat, inside or outside the home, meat fish, or eggs?","Combien de jours au cours des 7 derniers jours, la plupart des membres de votre ménage (50 % +) ont-ils mangé, à l'intérieur ou à l'extérieur de la maison, de la viore, du poisson ou des œufs ?",NA,NA,NA,"TRUE",NA,". >= 0 and .<= 7",NA,NA,"Number of days must be between 0 and 7","Le nombre de jours doit être entre 0 et 7",NA,NA,NA,NA,NA,NA
"173","1","main","Food security","Household Food Consumption (FCS)","Food Consumption Score (FCS)",125,"integer","fsl_fcs_veg","How many days over the last 7 days, did most members of your household (50% +) eat, inside or outside the home, vegetables or leaves, including all wild vegetables or leaves?","Combien de jours au cours des 7 derniers jours, la plupart des membres de votre ménage (50 % +) ont-ils mangé, à l'intérieur ou à l'extérieur de la maison, des légumes ou des feuilles, y compris tous les légumes et feuilles sauvages ?",NA,NA,NA,"TRUE",NA,". >= 0 and .<= 7",NA,NA,"Number of days must be between 0 and 7","Le nombre de jours doit être entre 0 et 7",NA,NA,NA,NA,NA,NA
"174","1","main","Food security","Household Food Consumption (FCS)","Food Consumption Score (FCS)",126,"integer","fsl_fcs_fruit","How many days over the last 7 days, did most members of your household (50% +) eat, inside or outside the home, fruit, including all wild fruits?","Combien de jours au cours des 7 derniers jours, la plupart des membres de votre ménage (50 % +) ont-ils mangé, à l'intérieur ou à l'extérieur de la maison, des fruits, y compris tous les fruits sauvages ?",NA,NA,NA,"TRUE",NA,". >= 0 and .<= 7",NA,NA,"Number of days must be between 0 and 7","Le nombre de jours doit être entre 0 et 7",NA,NA,NA,NA,NA,NA
"175","1","main","Food security","Household Food Consumption (FCS)","Food Consumption Score (FCS)",127,"integer","fsl_fcs_oil","How many days over the last 7 days, did most members of your household (50% +) eat, inside or outside the home, oil, fat, or butter?","Combien de jours au cours des 7 derniers jours, la plupart des membres de votre ménage (50 % +) ont-ils mangé, à l'intérieur ou à l'extérieur de la maison, de l'huile, de la graisse ou du beurre ?",NA,NA,NA,"TRUE",NA,". >= 0 and .<= 7",NA,NA,"Number of days must be between 0 and 7","Le nombre de jours doit être entre 0 et 7",NA,NA,NA,NA,NA,NA
"176","1","main","Food security","Household Food Consumption (FCS)","Food Consumption Score (FCS)",128,"integer","fsl_fcs_sugar","How many days over the last 7 days, did most members of your household (50% +) eat, inside or outside the home, sugar or sugary foods?","Combien de jours au cours des 7 derniers jours, la plupart des membres de votre ménage (50 % +) ont-ils mangé, à l'intérieur ou à l'extérieur de la maison, du sucre ou des aliments sucrés ?",NA,NA,NA,"TRUE",NA,". >= 0 and .<= 7",NA,NA,"Number of days must be between 0 and 7","Le nombre de jours doit être entre 0 et 7",NA,NA,NA,NA,NA,NA
"177","1","main","Food security","Household Food Consumption (FCS)","Food Consumption Score (FCS)",129,"integer","fsl_fcs_condiments","How many days over the last 7 days, did most members of your household (50% +) eat, inside or outside the home, condiments or spices?","Combien de jours au cours des 7 derniers jours, la plupart des membres de votre ménage (50 % +) ont-ils mangé, à l'intérieur ou à l'extérieur de la maison, des condiments ou des épices ?",NA,NA,NA,"TRUE",NA,". >= 0 and .<= 7",NA,NA,"Number of days must be between 0 and 7","Le nombre de jours doit être entre 0 et 7",NA,NA,NA,NA,NA,NA
"178","1","main","Food security","Household Food Consumption (rCSI)","Reduced Coping Strategies Index",143,"integer","fsl_rcsi_lessquality","During the last 7 days, were there days (or, if so, how many) when your household had to rely on less preferred or less expensive food to cope with a lack of food or money to buy it?","Au cours des 7 derniers jours, y a-t-il eu des jours (et, si oui, combien) où votre ménage a dû compter sur des aliments moins préférés et moins chers pour faire face à un manque de nourriture ou d'argent pour les acheter ?",NA,NA,NA,"TRUE",NA,". >= 0 and .<= 7",NA,NA,"Number of days must be between 0 and 7","Le nombre de jours doit être entre 0 et 7",NA,NA,NA,NA,NA,NA
"179","1","main","Food security","Household Food Consumption (rCSI)","Reduced Coping Strategies Index",144,"integer","fsl_rcsi_borrow","During the last 7 days, were there days (or, if so, how many) when your household had to borrow food or rely on help from a relative or friend to cope with a lack of food or money to buy it?","Au cours des 7 derniers jours, y a-t-il eu des jours (et, si oui, combien) où votre ménage a dû emprunter de la nourriture ou compter sur l'aide d'un parent ou d'un ami pour faire face à un manque de nourriture ou d'argent pour l'acheter ?",NA,NA,NA,"TRUE",NA,". >= 0 and .<= 7",NA,NA,"Number of days must be between 0 and 7","Le nombre de jours doit être entre 0 et 7",NA,NA,NA,NA,NA,NA
"180","1","main","Food security","Household Food Consumption (rCSI)","Reduced Coping Strategies Index",145,"integer","fsl_rcsi_mealsize","During the last 7 days, were there days (or, if so, how many) when your household had to limit portion size of meals at meal times to cope with a lack of food or money to buy it?","Au cours des 7 derniers jours, y a-t-il eu des jours (et, si oui, combien) où votre ménage a dû limiter la taille des portions de repas à l'heure des repas pour faire face à un manque de nourriture ou d'argent pour l'acheter ?",NA,NA,NA,"TRUE",NA,". >= 0 and .<= 7",NA,NA,"Number of days must be between 0 and 7","Le nombre de jours doit être entre 0 et 7",NA,NA,NA,NA,NA,NA
"181","1","main","Food security","Household Food Consumption (rCSI)","Reduced Coping Strategies Index",146,"integer","fsl_rcsi_mealadult","During the last 7 days, were there days (or, if so, how many) when your household had to restrict consumption by adults in order for small children to eat to cope with a lack of food or money to buy it?","Au cours des 7 derniers jours, y a-t-il eu des jours (et, si oui, combien) où votre ménage a dû restreindre la consommation des adultes pour que les jeunes enfants puissent manger pour faire face à un manque de nourriture ou d'argent pour l'acheter ?",NA,NA,NA,"TRUE",NA,". >= 0 and .<= 7",NA,NA,"Number of days must be between 0 and 7","Le nombre de jours doit être entre 0 et 7",NA,NA,NA,NA,NA,NA
"182","1","main","Food security","Household Food Consumption (rCSI)","Reduced Coping Strategies Index",147,"integer","fsl_rcsi_mealnb","During the last 7 days, were there days (or, if so, how many) when your household had to reduce number of meals eaten in a day to cope with a lack of food or money to buy it?","Au cours des 7 derniers jours, y a-t-il eu des jours (et, si oui, combien) où votre ménage a dû réduire le nombre de repas consommés dans une journée pour faire face à un manque de nourriture ou d'argent pour l'acheter ?",NA,NA,NA,"TRUE",NA,". >= 0 and .<= 7",NA,NA,"Number of days must be between 0 and 7","Le nombre de jours doit être entre 0 et 7",NA,NA,NA,NA,NA,NA
"183","1","main","Food security","Household Food Consumption (HHS)","Household Hunger Scale",148,"select_one l_yn_dnk_pnta","fsl_hhs_nofoodhh","In the past 4 weeks (30 days), was there ever no food to eat of any kind in your house because of lack of resources to get food?","Au cours des 4 dernières semaines (30 jours), n'y a-t-il jamais eu de nourriture à manger dans votre maison en raison d'un manque de ressources pour obtenir de la nourriture ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","1","main","Food security","Household Food Consumption (HHS)","Household Hunger Scale",149,"select_one l_fsl_hhs","fsl_hhs_nofoodhh_freq","How often did this happen in the past [4 weeks/30 days]?","À quelle fréquence cela s'est-il produit au cours des dernières [4 semaines/30 jours] ?",NA,NA,NA,"TRUE","selected(${fsl_hhs_nofoodhh}, 'yes')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","1","main","Food security","Household Food Consumption (HHS)","Household Hunger Scale",150,"select_one l_yn_dnk_pnta","fsl_hhs_sleephungry","In the past 4 weeks (30 days), did you or any household member go to sleep at night hungry because there was not enough food?","Au cours des 4 dernières semaines (30 jours), est-ce que vous ou un membre de votre ménage vous êtes endormi la nuit le ventre vide parce qu'il n'y avait pas assez de nourriture ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
